0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,2
20,3
21,1
22,1
23,2
24,0
25,3
26,6
27,4
28,6
29,7
30,7
31,14
32,11
33,13
34,18
35,18
36,25
37,23
38,15
39,11
40,16
41,12
42,11
43,7
44,12
45,6
46,4
47,5
48,1
49,5
50,3
51,4
52,5
53,9
54,6
55,7
56,13
57,19
58,16
59,22
60,13
61,6
62,8
63,9
64,15
65,6
66,12
67,7
68,3
69,6
70,1
71,1
72,0
73,1
74,1
75,2
76,2
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,2
116,4
117,2
118,5
119,4
120,3
121,10
122,19
123,11
124,16
125,12
126,9
127,20
128,15
129,18
130,8
131,10
132,3
133,5
134,6
135,6
136,5
137,2
138,2
139,4
140,3
141,1
142,1
143,4
144,1
145,0
146,5
147,5
148,4
149,2
150,2
151,5
152,3
153,2
154,1
155,1
156,4
157,3
158,2
159,4
160,1
161,1
162,3
163,6
164,8
165,2
166,15
167,10
168,17
169,20
170,18
171,18
172,24
173,13
174,12
175,18
176,9
177,3
178,1
179,1
180,1
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
