0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,2
20,3
21,5
22,4
23,7
24,3
25,7
26,6
27,12
28,19
29,15
30,13
31,19
32,20
33,14
34,9
35,6
36,11
37,10
38,5
39,7
40,4
41,0
42,4
43,0
44,1
45,0
46,5
47,2
48,5
49,2
50,2
51,3
52,0
53,2
54,4
55,2
56,1
57,1
58,0
59,1
60,3
61,0
62,5
63,3
64,0
65,5
66,7
67,6
68,3
69,7
70,10
71,14
72,15
73,10
74,14
75,25
76,17
77,25
78,14
79,14
80,11
81,5
82,9
83,2
84,2
85,1
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,1
115,1
116,6
117,5
118,7
119,6
120,9
121,19
122,24
123,23
124,17
125,20
126,24
127,24
128,22
129,13
130,7
131,13
132,6
133,15
134,5
135,1
136,3
137,3
138,1
139,0
140,2
141,2
142,1
143,2
144,1
145,5
146,6
147,8
148,6
149,11
150,16
151,13
152,15
153,21
154,15
155,22
156,22
157,14
158,13
159,10
160,9
161,7
162,15
163,9
164,7
165,0
166,3
167,0
168,2
169,1
170,3
171,3
172,1
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
