0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,2
16,5
17,5
18,9
19,9
20,20
21,18
22,17
23,18
24,25
25,18
26,13
27,15
28,12
29,11
30,11
31,3
32,3
33,6
34,3
35,0
36,1
37,0
38,2
39,1
40,3
41,3
42,3
43,0
44,1
45,1
46,0
47,0
48,3
49,1
50,1
51,2
52,3
53,1
54,3
55,4
56,0
57,1
58,3
59,4
60,7
61,3
62,2
63,5
64,4
65,14
66,16
67,12
68,16
69,18
70,17
71,26
72,22
73,20
74,9
75,12
76,7
77,1
78,2
79,3
80,0
81,0
82,1
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,1
112,2
113,2
114,3
115,5
116,4
117,12
118,14
119,16
120,17
121,14
122,25
123,26
124,27
125,25
126,18
127,16
128,13
129,11
130,6
131,9
132,4
133,1
134,2
135,1
136,0
137,3
138,1
139,2
140,2
141,1
142,2
143,3
144,2
145,1
146,4
147,1
148,2
149,2
150,4
151,3
152,2
153,1
154,1
155,1
156,0
157,2
158,1
159,0
160,3
161,1
162,1
163,3
164,4
165,5
166,7
167,4
168,9
169,10
170,13
171,9
172,18
173,18
174,12
175,10
176,5
177,5
178,8
179,4
180,3
181,1
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
