0.0,fix,0
0.0,temp,0
7.0,fix,1
0.0,temp,1
7.0,fix,2
0.0,temp,2
7.0,fix,3
0.0,temp,3
7.0,fix,4
0.0,temp,4
10.0,fix,5
0.0,temp,5
10.0,fix,6
0.0,temp,6
15.0,fix,7
0.0,temp,7
15.0,fix,8
0.0,temp,8
15.0,fix,9
0.0,temp,9
18.0,fix,10
0.0,temp,10
18.0,fix,11
0.0,temp,11
18.0,fix,12
0.0,temp,12
18.0,fix,13
0.0,temp,13
18.0,fix,14
0.0,temp,14
18.0,fix,15
0.0,temp,15
18.0,fix,16
0.0,temp,16
18.0,fix,17
0.0,temp,17
18.0,fix,18
0.0,temp,18
18.0,fix,19
0.0,temp,19
20.0,fix,20
0.0,temp,20
20.0,fix,21
0.0,temp,21
20.0,fix,22
3.0,temp,22
20.0,fix,23
3.0,temp,23
21.0,fix,24
4.0,temp,24
14.0,fix,25
4.0,temp,25
14.0,fix,26
1.0,temp,26
14.0,fix,27
1.0,temp,27
14.0,fix,28
0.0,temp,28
11.0,fix,29
0.0,temp,29
11.0,fix,30
0.0,temp,30
6.0,fix,31
0.0,temp,31
6.0,fix,32
0.0,temp,32
6.0,fix,33
0.0,temp,33
3.0,fix,34
0.0,temp,34
3.0,fix,35
0.0,temp,35
3.0,fix,36
0.0,temp,36
3.0,fix,37
0.0,temp,37
3.0,fix,38
0.0,temp,38
3.0,fix,39
0.0,temp,39
3.0,fix,40
0.0,temp,40
3.0,fix,41
0.0,temp,41
3.0,fix,42
0.0,temp,42
3.0,fix,43
0.0,temp,43
1.0,fix,44
0.0,temp,44
1.0,fix,45
0.0,temp,45
1.0,fix,46
0.0,temp,46
1.0,fix,47
0.0,temp,47
3.0,fix,48
0.0,temp,48
3.0,fix,49
0.0,temp,49
3.0,fix,50
0.0,temp,50
3.0,fix,51
0.0,temp,51
3.0,fix,52
0.0,temp,52
4.0,fix,53
0.0,temp,53
4.0,fix,54
0.0,temp,54
4.0,fix,55
0.0,temp,55
4.0,fix,56
0.0,temp,56
4.0,fix,57
0.0,temp,57
4.0,fix,58
0.0,temp,58
4.0,fix,59
0.0,temp,59
7.0,fix,60
0.0,temp,60
7.0,fix,61
0.0,temp,61
7.0,fix,62
0.0,temp,62
7.0,fix,63
0.0,temp,63
7.0,fix,64
0.0,temp,64
14.0,fix,65
0.0,temp,65
16.0,fix,66
0.0,temp,66
16.0,fix,67
0.0,temp,67
16.0,fix,68
0.0,temp,68
16.0,fix,69
3.0,temp,69
16.0,fix,70
10.0,temp,70
16.0,fix,71
10.0,temp,71
13.0,fix,72
10.0,temp,72
13.0,fix,73
7.0,temp,73
13.0,fix,74
0.0,temp,74
13.0,fix,75
0.0,temp,75
13.0,fix,76
0.0,temp,76
12.0,fix,77
0.0,temp,77
12.0,fix,78
0.0,temp,78
12.0,fix,79
0.0,temp,79
12.0,fix,80
0.0,temp,80
12.0,fix,81
0.0,temp,81
12.0,fix,82
0.0,temp,82
12.0,fix,83
0.0,temp,83
9.0,fix,84
0.0,temp,84
9.0,fix,85
0.0,temp,85
9.0,fix,86
0.0,temp,86
9.0,fix,87
0.0,temp,87
9.0,fix,88
0.0,temp,88
2.0,fix,89
0.0,temp,89
0.0,fix,90
0.0,temp,90
0.0,fix,91
0.0,temp,91
0.0,fix,92
0.0,temp,92
0.0,fix,93
0.0,temp,93
0.0,fix,94
0.0,temp,94
0.0,fix,95
0.0,temp,95
0.0,fix,96
0.0,temp,96
0.0,fix,97
0.0,temp,97
0.0,fix,98
0.0,temp,98
0.0,fix,99
0.0,temp,99
0.0,fix,100
0.0,temp,100
0.0,fix,101
0.0,temp,101
3.0,fix,102
0.0,temp,102
5.0,fix,103
0.0,temp,103
8.0,fix,104
0.0,temp,104
10.0,fix,105
0.0,temp,105
12.0,fix,106
0.0,temp,106
12.0,fix,107
0.0,temp,107
17.0,fix,108
0.0,temp,108
18.0,fix,109
0.0,temp,109
18.0,fix,110
0.0,temp,110
18.0,fix,111
0.0,temp,111
18.0,fix,112
0.0,temp,112
18.0,fix,113
0.0,temp,113
18.0,fix,114
0.0,temp,114
18.0,fix,115
0.0,temp,115
18.0,fix,116
0.0,temp,116
18.0,fix,117
0.0,temp,117
18.0,fix,118
