0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,1
16,2
17,1
18,6
19,9
20,11
21,10
22,10
23,24
24,28
25,36
26,25
27,35
28,17
29,19
30,19
31,18
32,11
33,12
34,6
35,5
36,4
37,4
38,3
39,1
40,4
41,1
42,0
43,0
44,2
45,0
46,3
47,1
48,4
49,3
50,3
51,2
52,12
53,13
54,18
55,17
56,19
57,25
58,18
59,22
60,22
61,27
62,17
63,11
64,7
65,10
66,10
67,1
68,7
69,4
70,4
71,3
72,1
73,1
74,2
75,2
76,1
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,1
112,1
113,0
114,0
115,5
116,3
117,8
118,10
119,10
120,6
121,13
122,19
123,21
124,20
125,21
126,19
127,18
128,17
129,19
130,11
131,9
132,3
133,6
134,3
135,8
136,4
137,1
138,2
139,2
140,1
141,3
142,1
143,5
144,1
145,3
146,1
147,1
148,4
149,4
150,2
151,0
152,4
153,4
154,2
155,5
156,0
157,0
158,2
159,2
160,3
161,2
162,6
163,6
164,1
165,9
166,12
167,21
168,17
169,14
170,13
171,18
172,21
173,14
174,15
175,12
176,6
177,9
178,3
179,5
180,0
181,0
182,1
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
