0.0,fix,0
0.0,temp,0
0.0,fix,1
0.0,temp,1
0.0,fix,2
0.0,temp,2
0.0,fix,3
0.0,temp,3
0.0,fix,4
0.0,temp,4
0.0,fix,5
0.0,temp,5
0.0,fix,6
0.0,temp,6
0.0,fix,7
0.0,temp,7
6.0,fix,8
0.0,temp,8
6.0,fix,9
0.0,temp,9
12.0,fix,10
0.0,temp,10
13.0,fix,11
0.0,temp,11
14.0,fix,12
0.0,temp,12
14.0,fix,13
0.0,temp,13
14.0,fix,14
0.0,temp,14
14.0,fix,15
0.0,temp,15
14.0,fix,16
0.0,temp,16
14.0,fix,17
0.0,temp,17
14.0,fix,18
0.0,temp,18
14.0,fix,19
0.0,temp,19
14.0,fix,20
0.0,temp,20
14.0,fix,21
0.0,temp,21
18.0,fix,22
6.0,temp,22
18.0,fix,23
6.0,temp,23
18.0,fix,24
22.0,temp,24
18.0,fix,25
22.0,temp,25
18.0,fix,26
16.0,temp,26
18.0,fix,27
17.0,temp,27
18.0,fix,28
1.0,temp,28
18.0,fix,29
1.0,temp,29
18.0,fix,30
1.0,temp,30
18.0,fix,31
0.0,temp,31
12.0,fix,32
0.0,temp,32
12.0,fix,33
0.0,temp,33
6.0,fix,34
0.0,temp,34
5.0,fix,35
0.0,temp,35
4.0,fix,36
0.0,temp,36
4.0,fix,37
0.0,temp,37
4.0,fix,38
0.0,temp,38
4.0,fix,39
0.0,temp,39
4.0,fix,40
0.0,temp,40
4.0,fix,41
0.0,temp,41
4.0,fix,42
0.0,temp,42
4.0,fix,43
0.0,temp,43
4.0,fix,44
0.0,temp,44
22.0,fix,45
0.0,temp,45
18.0,fix,46
0.0,temp,46
18.0,fix,47
0.0,temp,47
18.0,fix,48
0.0,temp,48
18.0,fix,49
0.0,temp,49
18.0,fix,50
0.0,temp,50
18.0,fix,51
0.0,temp,51
18.0,fix,52
0.0,temp,52
18.0,fix,53
0.0,temp,53
18.0,fix,54
0.0,temp,54
18.0,fix,55
3.0,temp,55
18.0,fix,56
3.0,temp,56
22.0,fix,57
3.0,temp,57
22.0,fix,58
8.0,temp,58
22.0,fix,59
5.0,temp,59
22.0,fix,60
5.0,temp,60
22.0,fix,61
5.0,temp,61
22.0,fix,62
0.0,temp,62
22.0,fix,63
0.0,temp,63
22.0,fix,64
0.0,temp,64
22.0,fix,65
0.0,temp,65
22.0,fix,66
0.0,temp,66
22.0,fix,67
0.0,temp,67
22.0,fix,68
0.0,temp,68
4.0,fix,69
0.0,temp,69
4.0,fix,70
0.0,temp,70
4.0,fix,71
0.0,temp,71
4.0,fix,72
0.0,temp,72
4.0,fix,73
0.0,temp,73
4.0,fix,74
0.0,temp,74
4.0,fix,75
0.0,temp,75
4.0,fix,76
0.0,temp,76
4.0,fix,77
0.0,temp,77
4.0,fix,78
0.0,temp,78
4.0,fix,79
0.0,temp,79
4.0,fix,80
0.0,temp,80
0.0,fix,81
0.0,temp,81
0.0,fix,82
0.0,temp,82
0.0,fix,83
0.0,temp,83
0.0,fix,84
0.0,temp,84
0.0,fix,85
0.0,temp,85
0.0,fix,86
0.0,temp,86
0.0,fix,87
0.0,temp,87
0.0,fix,88
0.0,temp,88
0.0,fix,89
0.0,temp,89
0.0,fix,90
0.0,temp,90
0.0,fix,91
0.0,temp,91
0.0,fix,92
0.0,temp,92
0.0,fix,93
0.0,temp,93
0.0,fix,94
0.0,temp,94
0.0,fix,95
0.0,temp,95
0.0,fix,96
0.0,temp,96
0.0,fix,97
0.0,temp,97
0.0,fix,98
0.0,temp,98
0.0,fix,99
0.0,temp,99
0.0,fix,100
0.0,temp,100
0.0,fix,101
0.0,temp,101
0.0,fix,102
0.0,temp,102
0.0,fix,103
0.0,temp,103
0.0,fix,104
0.0,temp,104
0.0,fix,105
0.0,temp,105
10.0,fix,106
0.0,temp,106
10.0,fix,107
0.0,temp,107
10.0,fix,108
0.0,temp,108
10.0,fix,109
0.0,temp,109
10.0,fix,110
0.0,temp,110
10.0,fix,111
0.0,temp,111
10.0,fix,112
0.0,temp,112
10.0,fix,113
0.0,temp,113
10.0,fix,114
0.0,temp,114
10.0,fix,115
0.0,temp,115
10.0,fix,116
0.0,temp,116
10.0,fix,117
0.0,temp,117
10.0,fix,118
